loan_id,app_id,issue_date,close_date,riskclass,ficoscore,contractperiod,paidamount,initialamount
1,215137,1/1/2021,1/31/2021,Ստանդարտ,540,33,105479.6,100000
2,291906,2/21/2021,1/5/2022,Ստանդարտ,588,12,314603.16,250000
3,457632,6/17/2021,8/21/2021,Ստանդարտ,557,3,126270.72,120000
4,518394,7/17/2021,9/16/2021,Ստանդարտ,557,35,85433.6,80000
5,215321,1/1/2021,4/7/2021,Ստանդարտ,586,33,249527,210000
6,457650,6/17/2021,8/17/2021,Ստանդարտ,529,2,52990.6,50000
7,430320,6/5/2021,6/10/2021,Ստանդարտ,564,4,50280.9,50000
8,457663,6/17/2021,6/20/2021,Ստանդարտ,576,9,300706.8,300000
9,575048,8/11/2021,8/13/2021,Ստանդարտ,590,30,100139.72,100000
10,215496,1/1/2021,1/31/2021,Ստանդարտ,595,35,211287.7,200000
11,467192,6/22/2021,8/2/2021,Ստանդարտ,571,2,103921.82,100000
12,605501,8/25/2021,3/25/2022,Ստանդարտ,537,7,97011.79,80000
13,623576,9/2/2021,6/16/2022,Ստանդարտ,645,34,400795.95,300000
14,215595,1/1/2021,1/31/2021,Ստանդարտ,600,12,103068.6,100000
15,215602,1/1/2021,1/31/2021,Ստանդարտ,521,33,104789.4,100000
16,457660,6/17/2021,11/11/2021,Ստանդարտ,600,20,176331.23,150000
17,539211,7/28/2021,9/15/2021,Ստանդարտ,620,2,106607.79,100000
18,430496,6/5/2021,8/23/2021,Ստանդարտ,510,31,111389.7,100000
19,448559,6/13/2021,7/6/2021,Ստանդարտ,534,29,103024.9,100000
20,539241,7/28/2021,9/6/2021,Ստանդարտ,579,35,203417.15,200000
21,467209,6/22/2021,7/6/2021,Ստանդարտ,617,35,152128.8,150000
22,553169,8/2/2021,3/18/2022,Հսկվող,553,34,313373.8,250000
23,560287,8/4/2021,9/24/2021,Ստանդարտ,613,32,209777.62,200000
24,215854,1/1/2021,1/31/2021,Ստանդարտ,585,35,124295.8,120000
25,508071,7/13/2021,5/29/2023,Ստանդարտ,568,26,75855.55,50000
26,430515,6/5/2021,11/4/2021,Ստանդարտ,527,35,364473.71,300000
27,448570,6/13/2021,4/29/2023,Անհուսալի,551,35,312500,200000
28,787635,11/1/2021,11/22/2021,Ստանդարտ,608,34,258198.66,250000
29,787639,11/1/2021,11/1/2021,Ստանդարտ,570,35,300000,300000
30,792996,11/3/2021,2/1/2022,Ստանդարտ,517,29,111254.46,100000
31,801861,11/6/2021,12/6/2021,Ստանդարտ,575,25,155610.94,150000
32,808534,11/9/2021,2/21/2022,Ստանդարտ,524,35,225472.01,200000
33,881066,12/3/2021,12/13/2021,Ստանդարտ,621,33,232514.24,230000
34,881155,12/3/2021,2/9/2022,Ստանդարտ,576,32,126618,120000
35,881294,12/3/2021,10/13/2023,Ստանդարտ,608,35,304380,300000
36,881392,12/3/2021,12/6/2021,Ստանդարտ,565,2,50193.16,50000
37,881887,12/3/2021,12/4/2021,Ստանդարտ,593,36,100000,100000
38,881920,12/3/2021,6/28/2022,Ստանդարտ,559,32,220275.08,200000
39,881923,12/3/2021,12/7/2021,Ստանդարտ,599,32,200986.31,200000
40,882132,12/3/2021,12/10/2021,Ստանդարտ,605,33,201547.18,200000
41,882434,12/3/2021,7/15/2022,Ստանդարտ,524,31,181547.21,150000
42,215935,1/2/2021,1/31/2021,Ստանդարտ,582,35,202630.1,200000
43,448567,6/13/2021,9/17/2021,Ստանդարտ,592,3,106550.52,100000
44,539302,7/28/2021,12/28/2021,Ստանդարտ,547,24,99867.59,80000
45,476327,6/27/2021,6/27/2021,Ստանդարտ,589,36,300000,300000
46,485032,7/2/2021,5/2/2022,Ստանդարտ,631,12,91932.8,70000
47,457728,6/17/2021,11/14/2022,Հսկվող,521,35,497332.85,300000
48,560319,8/4/2021,9/4/2021,Ստանդարտ,647,12,257431.52,250000
49,423031,5/30/2021,6/4/2021,Ստանդարտ,540,29,50328.6,50000
50,448599,6/13/2021,6/9/2023,Ստանդարտ,517,24,160614,80000
51,605560,8/25/2021,9/2/2021,Ստանդարտ,547,23,61306.85,60000
52,457759,6/17/2021,6/17/2021,Ստանդարտ,561,35,200000,200000
53,595461,8/21/2021,10/18/2023,Հսկվող,613,35,252187.14,130000
54,605566,8/25/2021,1/12/2022,Ստանդարտ,536,34,235780.72,200000
55,581359,8/14/2021,8/16/2021,Ստանդարտ,553,6,50112.3,50000
56,416438,5/24/2021,11/10/2021,Ստանդարտ,544,24,65922.2,50000
57,496270,7/8/2021,7/28/2021,Ստանդարտ,594,28,103451.8,100000
58,530021,7/23/2021,12/4/2023,Հսկվող,521,31,324400,200000
59,605590,8/25/2021,10/30/2021,Ստանդարտ,595,33,323600.42,300000
60,423056,5/30/2021,6/14/2021,Ստանդարտ,587,36,100712.6,100000
61,496271,7/8/2021,11/19/2021,Ստանդարտ,601,34,389278.53,350000
62,587587,8/17/2021,3/16/2023,Ստանդարտ,565,35,287035.89,200000
63,530016,7/23/2021,5/17/2023,Ստանդարտ,536,29,163573.02,100000
64,567561,8/8/2021,3/11/2022,Ստանդարտ,557,35,620025.41,500000
65,575142,8/11/2021,11/18/2021,Ստանդարտ,567,36,334429.53,300000
66,623661,9/2/2021,7/11/2023,Ստանդարտ,567,30,167678.39,100000
67,560376,8/4/2021,8/23/2021,Ստանդարտ,526,7,53990.04,50000
68,757441,10/22/2021,3/27/2023,Ստանդարտ,556,36,304351.67,200000
69,757457,10/22/2021,10/31/2021,Ստանդարտ,561,35,211579.4,210000
70,772193,10/27/2021,10/20/2023,Ստանդարտ,554,35,189212,150000
71,777662,10/29/2021,11/14/2021,Ստանդարտ,546,29,101689.91,100000
72,883626,12/4/2021,12/16/2021,Ստանդարտ,565,34,132008.79,130000
73,883957,12/4/2021,3/2/2022,Ստանդարտ,520,36,170679.81,150000
74,883987,12/4/2021,12/9/2022,Ստանդարտ,565,30,72497.61,50000
75,883991,12/4/2021,4/5/2022,Ստանդարտ,595,25,80407.72,60000
76,884009,12/4/2021,12/23/2021,Ստանդարտ,604,33,204893.14,200000
77,457789,6/17/2021,7/15/2021,Ստանդարտ,569,25,82761.6,80000
78,476401,6/27/2021,11/22/2021,Ստանդարտ,565,13,115596.67,100000
79,539458,7/28/2021,8/10/2021,Ստանդարտ,552,35,202920.59,200000
80,216815,1/2/2021,2/24/2021,Ստանդարտ,562,35,177824.6,160000
81,416452,5/24/2021,3/13/2022,Ստանդարտ,510,29,126328.97,100000
82,457835,6/17/2021,10/27/2021,Ստանդարտ,584,30,117854.23,100000
83,467325,6/22/2021,6/22/2021,Ստանդարտ,523,28,80000,80000
84,581432,8/14/2021,11/15/2021,Ստանդարտ,533,28,94376.75,80000
85,614371,8/29/2021,2/17/2022,Ստանդարտ,540,10,101676.1,80000
86,623692,9/2/2021,1/26/2023,Ստանդարտ,553,31,321261.18,200000
87,216918,1/2/2021,4/2/2021,Ստանդարտ,515,3,117427.5,100000
88,595537,8/21/2021,10/7/2021,Ստանդարտ,528,28,87051.59,80000
89,605578,8/25/2021,2/23/2024,Ստանդարտ,595,36,739845,500000
90,457863,6/17/2021,12/28/2021,Ստանդարտ,595,10,58170.96,50000
91,476421,6/27/2021,7/9/2021,Ստանդարտ,513,14,101495.4,100000
92,605635,8/25/2021,12/13/2021,Ստանդարտ,536,31,228965.15,200000
93,217159,1/3/2021,1/31/2021,Ստանդարտ,605,35,289205.3,280000
94,575221,8/11/2021,12/14/2021,Ստանդարտ,535,4,94400.99,80000
95,581452,8/14/2021,11/3/2021,Ստանդարտ,573,33,328474.88,300000
96,457886,6/17/2021,12/7/2021,Ստանդարտ,511,29,121520.93,100000
97,575226,8/11/2021,1/18/2022,Ստանդարտ,552,36,354726.2,300000
98,217423,1/3/2021,1/31/2021,Ստանդարտ,619,1,52527.7,50000
99,530078,7/23/2021,9/13/2021,Ստանդարտ,619,35,140316.12,130000
100,217503,1/3/2021,5/12/2021,Ստանդարտ,548,32,296540.4,220000
101,217531,1/3/2021,2/22/2021,Ստանդարտ,527,1,111173.8,100000
102,430635,6/5/2021,7/8/2021,Ստանդարտ,582,36,103882.5,100000
103,438064,6/9/2021,6/24/2021,Ստանդարտ,587,30,102011.8,100000
104,496341,7/8/2021,9/8/2021,Ստանդարտ,598,35,331903.6,300000
105,757487,10/22/2021,5/26/2022,Ստանդարտ,559,8,286957.59,250000
106,757498,10/22/2021,10/25/2021,Ստանդարտ,595,35,300086.6,300000
107,772413,10/27/2021,8/7/2023,Ստանդարտ,608,32,291797,250000
108,808655,11/9/2021,11/16/2021,Ստանդարտ,594,31,151010.98,150000
109,808688,11/9/2021,11/15/2021,Ստանդարտ,556,34,250353.43,250000
110,808702,11/9/2021,10/7/2022,Ստանդարտ,508,12,280217.07,200000
111,884192,12/4/2021,4/30/2022,Ստանդարտ,549,11,128397.89,100000
112,884631,12/4/2021,12/16/2021,Ստանդարտ,504,31,152613.72,150000
113,884647,12/4/2021,7/6/2022,Ստանդարտ,619,34,261458.9,200000
114,884709,12/4/2021,5/15/2023,Ստանդարտ,610,36,398432.36,260000
115,884831,12/4/2021,1/5/2023,Ստանդարտ,571,14,313944.73,200000
116,885059,12/4/2021,1/18/2024,Անհուսալի,528,36,92859.08,100000
117,885052,12/4/2021,4/5/2023,Ստանդարտ,566,17,178047.45,130000
118,217703,1/3/2021,1/31/2021,Ստանդարտ,605,33,251152.9,250000
119,423110,5/30/2021,6/1/2021,Ստանդարտ,552,26,50112.3,50000
120,476463,6/27/2021,8/29/2021,Ստանդարտ,537,2,52230.3,50000
121,508398,7/13/2021,8/16/2021,Ստանդարտ,630,32,209704.48,200000
122,553378,8/2/2021,11/22/2021,Ստանդարտ,561,35,353240.58,300000
123,567608,8/8/2021,8/26/2022,Ստանդարտ,511,19,313966.41,200000
124,217803,1/3/2021,3/3/2023,Ստանդարտ,552,28,313437.67,150000
125,217894,1/3/2021,3/9/2021,Ստանդարտ,513,4,55146.1,50000
126,448785,6/13/2021,3/26/2022,Ստանդարտ,555,35,229589,200000
127,457969,6/17/2021,6/15/2022,Ստանդարտ,601,34,228196.61,150000
128,476458,6/27/2021,6/3/2023,Ստանդարտ,607,33,206900.2,130000
129,416297,5/24/2021,6/24/2021,Ստանդարտ,503,34,212230.1,200000
130,458010,6/17/2021,9/1/2021,Ստանդարտ,529,35,230167.53,200000
131,218218,1/4/2021,1/31/2022,Ստանդարտ,567,28,264428.65,150000
132,476487,6/27/2021,7/27/2021,Ստանդարտ,597,6,50184.8,50000
133,605732,8/25/2021,12/13/2021,Ստանդարտ,551,28,117172.18,100000
134,467420,6/22/2021,7/13/2021,Ստանդարտ,533,2,52099.8,50000
135,496439,7/8/2021,7/5/2022,Ստանդարտ,583,36,415030.21,300000
136,530122,7/23/2021,7/30/2021,Ստանդարտ,559,33,301159.1,300000
137,575358,8/11/2021,12/29/2021,Հսկվող,530,12,101799.13,80000
138,605781,8/25/2021,2/22/2023,Ստանդարտ,518,36,274187.93,170000
139,757524,10/22/2021,10/25/2021,Ստանդարտ,522,34,401161.63,400000
140,757522,10/22/2021,5/22/2023,Ստանդարտ,548,29,313704.87,150000
141,757537,10/22/2021,10/17/2023,Անհուսալի,576,32,223534.61,200000
142,772500,10/27/2021,12/27/2021,Ստանդարտ,619,26,109930.22,100000
143,782563,10/30/2021,5/25/2022,Ստանդարտ,584,35,616430.87,500000
144,793194,11/3/2021,12/14/2021,Ստանդարտ,544,31,212800.99,200000
145,793204,11/3/2021,2/28/2023,Անհուսալի,514,30,107400,100000
146,793213,11/3/2021,8/24/2022,Ստանդարտ,537,15,135208.88,100000
147,808690,11/9/2021,11/5/2022,Ստանդարտ,594,36,110303.33,80000
148,808749,11/9/2021,11/9/2021,Ստանդարտ,538,34,400000,400000
149,885133,12/4/2021,6/2/2022,Ստանդարտ,574,32,242179.96,200000
150,885303,12/4/2021,12/13/2021,Ստանդարտ,522,36,101432.88,100000
151,885397,12/4/2021,4/27/2023,Ոչ ստանդարտ,508,30,183051.23,100000
152,885871,12/5/2021,2/17/2022,Ստանդարտ,556,35,385728.04,350000
153,886293,12/5/2021,12/31/2021,Ստանդարտ,589,32,154578.13,150000
154,886308,12/5/2021,1/12/2022,Ստանդարտ,500,6,104068.33,100000
155,438155,6/9/2021,4/26/2022,Ստանդարտ,615,13,125061.69,100000
156,476527,6/27/2021,7/12/2022,Ստանդարտ,520,24,77167.08,50000
157,560555,8/4/2021,9/27/2021,Ստանդարտ,618,5,133051.17,120000
158,518885,7/18/2021,2/6/2023,Ստանդարտ,582,22,422251.3,300000
159,614478,8/29/2021,9/6/2021,Ստանդարտ,574,7,300471.24,300000
160,416497,5/24/2021,10/3/2023,Անհուսալի,556,28,189901.09,100000
161,485447,7/2/2021,9/30/2021,Ստանդարտ,549,28,88882.51,80000
162,575427,8/11/2021,11/26/2021,Հսկվող,513,22,227822.5,200000
163,624001,9/2/2021,12/26/2023,Ստանդարտ,598,36,404500,300000
164,476595,6/27/2021,7/2/2021,Ստանդարտ,630,32,200383.5,200000
165,595761,8/21/2021,10/25/2023,Հսկվող,555,27,96517,50000
166,219142,1/4/2021,2/1/2023,Ստանդարտ,606,25,249030.03,120000
167,219203,1/4/2021,1/31/2021,Ստանդարտ,577,19,183156.3,180000
168,430709,6/5/2021,10/1/2021,Ստանդարտ,599,33,229625.67,200000
169,219357,1/4/2021,1/31/2021,Ստանդարտ,539,30,120406.2,120000
170,496534,7/8/2021,9/15/2021,Ստանդարտ,530,31,219836.56,200000
171,530209,7/23/2021,8/4/2021,Ստանդարտ,540,28,81186.94,80000
172,219371,1/4/2021,6/9/2021,Ստանդարտ,548,6,152625.3,120000
173,458087,6/17/2021,8/4/2021,Ստանդարտ,516,36,107748.32,100000
174,553469,8/2/2021,9/2/2022,Ստանդարտ,550,14,138767.82,90000
175,219506,1/5/2021,2/26/2021,Ստանդարտ,513,24,582503,510000
176,458101,6/17/2021,7/8/2021,Ստանդարտ,571,36,307076.7,300000
177,485481,7/2/2021,8/2/2021,Ստանդարտ,542,28,84574.6,80000
178,560618,8/4/2021,10/5/2022,Ստանդարտ,520,29,146587.17,100000
179,587760,8/17/2021,9/22/2021,Ստանդարտ,561,2,102273.53,100000
180,416539,5/24/2021,7/2/2021,Ստանդարտ,525,35,215574.3,200000
181,438257,6/9/2021,1/23/2022,Ստանդարտ,552,35,369699.4,300000
182,476566,6/27/2021,9/25/2021,Հսկվող,522,7,84475.22,70000
183,757544,10/22/2021,11/30/2021,Ստանդարտ,554,31,157547.45,150000
184,757549,10/22/2021,12/22/2021,Ստանդարտ,558,2,85136.27,80000
185,787775,11/1/2021,11/1/2021,Ստանդարտ,589,36,500000,500000
186,787788,11/1/2021,4/29/2022,Ստանդարտ,589,31,194529.42,150000
187,793279,11/3/2021,1/3/2023,Ստանդարտ,541,14,130436.25,100000
188,808783,11/9/2021,11/15/2021,Ստանդարտ,608,35,283221.93,280000
189,886347,12/5/2021,1/1/2022,Ստանդարտ,528,2,62618.64,60000
190,886496,12/5/2021,11/5/2022,Ստանդարտ,608,12,250137.99,200000
191,886567,12/5/2021,1/14/2022,Ստանդարտ,578,4,209853.77,200000
192,886612,12/5/2021,8/24/2022,Ստանդարտ,544,36,139453.48,100000
193,886590,12/5/2021,2/22/2022,Ստանդարտ,609,33,90133.78,80000
194,458106,6/17/2021,11/23/2023,Հսկվող,540,34,367494.48,200000
195,496592,7/8/2021,7/21/2021,Ստանդարտ,598,30,456891.8,450000
196,508537,7/13/2021,1/21/2022,Ստանդարտ,583,26,60007.82,50000
197,530235,7/23/2021,9/26/2021,Ստանդարտ,509,35,225846.2,200000
198,628337,9/4/2021,9/22/2021,Ստանդարտ,510,31,205227.43,200000
199,219707,1/5/2021,8/6/2021,Ստանդարտ,654,33,466691.36,350000
200,423258,5/30/2021,6/2/2021,Ստանդարտ,541,31,200871.2,200000
201,467572,6/22/2021,10/7/2021,Ստանդարտ,594,30,114582.52,100000
202,539676,7/28/2021,6/13/2022,Ստանդարտ,597,32,199942.4,150000
203,560647,8/4/2021,4/3/2023,Անհուսալի,576,33,339520.43,200000
204,467554,6/22/2021,5/24/2023,Ստանդարտ,540,23,153117.78,70000
205,476663,6/27/2021,6/27/2021,Ստանդարտ,565,2,100000,100000
206,496612,7/8/2021,10/15/2021,Ստանդարտ,565,8,51232.1,50000
207,219817,1/5/2021,9/22/2021,Ստանդարտ,545,29,234968.35,140000
208,530305,7/23/2021,9/7/2021,Ստանդարտ,597,36,316156.35,300000
209,587796,8/17/2021,8/18/2021,Ստանդարտ,583,27,100169.88,100000
210,219915,1/5/2021,1/31/2021,Ստանդարտ,540,1,50421,50000
211,438330,6/9/2021,6/11/2021,Ստանդարտ,603,35,150386.3,150000
212,575561,8/11/2021,11/24/2021,Ստանդարտ,586,4,184465.69,170000
213,581736,8/14/2021,2/15/2023,Ստանդարտ,519,28,146869.97,80000
214,430776,6/5/2021,6/30/2021,Ստանդարտ,586,2,51472.9,50000
215,438316,6/9/2021,8/3/2021,Ստանդարտ,587,2,168030.33,160000
216,220026,1/5/2021,12/12/2023,Անհուսալի,516,1,51446,50000
217,220053,1/5/2021,1/31/2021,Ստանդարտ,589,4,226308.6,220000
218,539725,7/28/2021,3/3/2022,Ստանդարտ,548,12,101552.33,80000
219,467667,6/22/2021,7/22/2023,Ստանդարտ,562,25,163900,70000
220,476736,6/27/2021,4/28/2022,Ստանդարտ,585,35,262802.53,200000
221,220190,1/5/2021,1/31/2021,Ստանդարտ,580,35,200000,200000
222,416323,5/24/2021,9/22/2022,Ստանդարտ,601,35,227039.36,150000
223,587752,8/17/2021,8/17/2021,Ստանդարտ,546,34,200000,200000
224,767471,10/25/2021,10/26/2021,Ստանդարտ,633,32,101001.78,100000
225,767512,10/25/2021,11/16/2021,Ստանդարտ,525,25,51702.01,50000
226,772658,10/27/2021,5/25/2022,Ստանդարտ,570,36,323578.35,240000
227,782674,10/30/2021,2/25/2022,Ստանդարտ,518,36,118729.75,100000
228,787851,11/1/2021,12/1/2022,Ստանդարտ,569,14,266184.3,200000
229,808815,11/9/2021,3/3/2023,Հսկվող,539,15,143030.97,100000
230,808838,11/9/2021,1/19/2022,Ստանդարտ,531,10,50895.66,50000
231,808842,11/9/2021,6/22/2022,Ստանդարտ,621,32,383905.35,300000
232,818237,11/12/2021,3/25/2022,Հսկվող,595,4,173120.04,150000
233,829854,11/16/2021,11/23/2021,Ստանդարտ,513,31,50471.91,50000
234,886901,12/5/2021,4/11/2022,Ստանդարտ,555,32,192224.8,150000
235,887077,12/5/2021,10/5/2022,Ստանդարտ,607,12,370336.53,300000
236,887115,12/5/2021,12/8/2021,Ստանդարտ,533,31,150653.43,150000
237,887206,12/5/2021,12/14/2021,Ստանդարտ,524,31,50541.6,50000
238,887541,12/5/2021,12/9/2021,Ստանդարտ,574,26,50159.84,50000
239,887662,12/5/2021,5/20/2022,Ստանդարտ,548,29,120206.92,100000
240,887670,12/5/2021,12/13/2021,Ստանդարտ,551,9,50451.28,50000
241,887711,12/5/2021,7/29/2022,Ստանդարտ,535,34,328379.57,310000
242,887751,12/5/2021,12/9/2021,Ստանդարտ,555,10,50345.21,50000
243,220298,1/5/2021,5/6/2021,Ստանդարտ,543,28,221638.8,170000
244,595887,8/21/2021,1/21/2024,Ստանդարտ,595,29,201493.48,90000
245,219147,1/5/2021,1/31/2021,Ստանդարտ,544,32,222082.5,210000
246,220432,1/5/2021,2/22/2021,Ստանդարտ,541,11,111030.6,100000
247,220481,1/5/2021,2/23/2021,Ստանդարտ,514,6,190311,170000
248,220513,1/5/2021,11/20/2023,Ստանդարտ,638,35,654735.4,310000
249,423320,5/30/2021,11/23/2021,Ստանդարտ,576,28,128120.8,100000
250,530351,7/23/2021,11/1/2021,Ստանդարտ,507,28,95476.24,80000
251,539772,7/28/2021,7/28/2021,Ստանդարտ,605,30,100000,100000
252,587872,8/17/2021,8/18/2021,Ստանդարտ,556,30,100139.72,100000
253,220577,1/5/2021,11/24/2021,Ստանդարտ,569,24,227428.2,140000
254,220578,1/5/2021,5/10/2021,Ստանդարտ,614,33,314709.8,250000
255,458255,6/17/2021,11/15/2022,Հսկվող,607,17,196763.68,150000
256,476750,6/27/2021,9/24/2021,Ստանդարտ,572,35,178279.75,150000
257,606006,8/25/2021,9/9/2021,Ստանդարտ,538,24,51468.51,50000
258,449165,6/13/2021,7/3/2021,Ստանդարտ,505,28,80323.6,80000
259,587873,8/17/2021,2/11/2022,Ստանդարտ,507,11,236104.93,200000
260,220784,1/6/2021,1/31/2021,Ստանդարտ,580,35,200000,200000
261,476769,6/27/2021,3/3/2023,Անհուսալի,577,20,320500,230000
262,485743,7/3/2021,10/4/2021,Ստանդարտ,604,3,53468.89,50000
263,553718,8/2/2021,12/29/2022,Անհուսալի,646,33,208900,130000
264,220893,1/6/2021,1/31/2021,Ստանդարտ,620,28,50986.5,50000
265,221052,1/6/2021,9/29/2021,Ստանդարտ,510,33,330960.34,200000
266,221059,1/6/2021,1/31/2021,Ստանդարտ,605,33,250657.6,250000
267,757639,10/22/2021,10/23/2021,Ստանդարտ,576,13,150176.72,150000
268,772657,10/27/2021,10/29/2021,Ստանդարտ,589,2,90210.02,90000
269,787903,11/1/2021,1/11/2022,Ստանդարտ,552,29,130849.14,120000
270,823569,11/14/2021,11/24/2021,Ստանդարտ,506,11,202904.14,200000
271,829869,11/16/2021,11/16/2021,Ստանդարտ,569,32,90000,90000
272,887784,12/5/2021,7/4/2022,Ստանդարտ,629,35,345984.22,250000
273,888164,12/5/2021,11/2/2023,Անհուսալի,563,31,250065,120000
274,888386,12/5/2021,2/5/2022,Ստանդարտ,584,2,136753.34,130000
275,889276,12/6/2021,11/29/2023,Ստանդարտ,563,32,252400,200000
276,889327,12/6/2021,3/7/2022,Ստանդարտ,587,5,138635.52,130000
277,889365,12/6/2021,12/7/2021,Ստանդարտ,585,14,120167.67,120000
278,889382,12/6/2021,12/29/2021,Ստանդարտ,536,31,103339.76,100000
279,889435,12/6/2021,12/15/2021,Ստանդարտ,586,32,202219.18,200000
280,889447,12/6/2021,2/3/2024,Անհուսալի,554,36,327000,200000
281,476824,6/27/2021,9/6/2021,Ստանդարտ,549,34,227797.51,200000
282,438443,6/9/2021,7/13/2021,Ստանդարտ,578,35,311435.5,300000
283,575676,8/11/2021,5/18/2022,Ստանդարտ,602,34,211010.29,170000
284,587953,8/17/2021,6/17/2023,Ստանդարտ,589,36,485177.82,300000
285,458207,6/17/2021,6/1/2023,Ստանդարտ,646,33,273892.71,130000
286,449281,6/13/2021,2/11/2022,Ստանդարտ,522,23,146388.49,90000
287,438477,6/9/2021,7/23/2021,Ստանդարտ,501,29,105617,100000
288,221732,1/6/2021,5/4/2021,Ստանդարտ,536,33,131828.1,100000
289,221770,1/6/2021,11/9/2023,Անհուսալի,579,35,430697.58,240000
290,423424,5/30/2021,12/8/2021,Ստանդարտ,544,36,258648.39,200000
291,553909,8/2/2021,8/31/2021,Ստանդարտ,529,35,312632.88,300000
292,519321,7/18/2021,5/22/2022,Ստանդարտ,578,13,97942.84,80000
293,221982,1/7/2021,11/25/2022,Անհուսալի,532,14,197240,170000
294,416169,5/24/2021,4/26/2023,Ստանդարտ,559,34,527273.13,300000
295,438544,6/9/2021,8/11/2022,Ստանդարտ,536,35,125211.33,100000
296,458495,6/17/2021,7/30/2021,Ստանդարտ,646,2,108222.1,100000
297,767587,10/25/2021,10/28/2021,Ստանդարտ,597,20,120414.24,120000
298,782799,10/30/2021,11/19/2021,Ստանդարտ,546,30,104102.48,100000
299,787991,11/1/2021,11/3/2021,Ստանդարտ,576,32,200466.83,200000
300,788021,11/1/2021,3/21/2022,Ստանդարտ,568,28,116327.1,100000
301,793399,11/3/2021,5/26/2022,Ստանդարտ,565,30,190409.51,150000
302,793467,11/3/2021,6/9/2023,Ստանդարտ,544,23,143500,70000
303,797794,11/5/2021,11/5/2021,Ստանդարտ,619,25,250010,250000
304,802217,11/6/2021,11/9/2021,Ստանդարտ,598,34,250589.74,250000
305,802222,11/6/2021,5/16/2023,Ոչ ստանդարտ,540,26,406499.28,200000
306,808958,11/9/2021,11/9/2021,Ստանդարտ,574,7,60000,60000
307,813589,11/10/2021,1/30/2022,Ստանդարտ,500,3,107002.96,100000
308,818376,11/12/2021,2/2/2022,Ստանդարտ,598,30,166713.06,150000
309,818373,11/12/2021,11/29/2021,Ստանդարտ,576,27,65124.35,60000
310,889496,12/6/2021,1/31/2022,Ստանդարտ,506,29,107172.92,100000
311,889613,12/6/2021,3/6/2023,Ստանդարտ,622,33,277109.68,200000
312,889687,12/6/2021,6/29/2022,Ստանդարտ,560,34,142581.34,130000
313,889693,12/6/2021,5/5/2022,Ստանդարտ,511,5,117830.18,100000
314,889834,12/6/2021,4/21/2022,Ստանդարտ,561,26,286131.72,250000
315,467862,6/22/2021,12/7/2023,Անհուսալի,529,29,147687,100000
316,519396,7/18/2021,9/2/2021,Ստանդարտ,621,32,214706.4,200000
317,476922,6/27/2021,9/24/2021,Ստանդարտ,571,29,111408.88,100000
318,438597,6/9/2021,2/9/2024,Ոչ ստանդարտ,564,36,135913.51,100000
319,530572,7/23/2021,11/24/2021,Ստանդարտ,561,7,214006.3,190000
320,508805,7/13/2021,9/16/2021,Հսկվող,534,2,108538.42,100000
321,222362,1/7/2021,1/31/2021,Ստանդարտ,580,35,200000,200000
322,449386,6/13/2021,8/4/2021,Ստանդարտ,562,35,211559.8,200000
323,222429,1/7/2021,3/12/2021,Ստանդարտ,551,12,176605.4,160000
324,508803,7/13/2021,8/10/2021,Ստանդարտ,516,31,208131.52,200000
325,596065,8/21/2021,6/13/2022,Ստանդարտ,503,36,145303.15,100000
326,624370,9/3/2021,3/30/2022,Ստանդարտ,569,26,239191.61,200000
327,222543,1/7/2021,2/10/2021,Ստանդարտ,592,35,214888.6,200000
328,222597,1/7/2021,3/10/2023,Անհուսալի,591,35,437500,200000
329,222641,1/7/2021,9/6/2021,Ստանդարտ,613,8,78443.95,60000
330,222644,1/7/2021,8/1/2023,Ստանդարտ,597,31,517700,220000
331,423542,5/30/2021,3/25/2022,Ստանդարտ,540,15,64380.92,50000
332,567967,8/8/2021,10/9/2021,Ստանդարտ,617,3,159475.29,150000
333,222744,1/7/2021,1/31/2021,Ստանդարտ,584,32,263638.4,260000
334,222713,1/7/2021,7/6/2021,Ստանդարտ,614,6,191304.2,170000
335,423549,5/30/2021,4/13/2022,Հսկվող,503,28,126580.37,80000
336,614886,8/29/2021,4/7/2022,Ստանդարտ,529,31,259791.54,200000
337,582067,8/14/2021,8/14/2022,Ստանդարտ,632,36,417636.74,300000
338,588059,8/17/2021,8/5/2022,Ստանդարտ,543,33,327276.64,200000
339,449458,6/13/2021,6/25/2021,Ստանդարտ,568,3,121532.3,120000
340,467938,6/22/2021,9/13/2023,Հսկվող,556,28,186900,100000
341,508898,7/13/2021,7/13/2021,Ստանդարտ,587,6,150000,150000
342,596135,8/21/2021,2/14/2022,Ստանդարտ,649,35,166661.86,130000
343,614907,8/29/2021,9/7/2021,Ստանդարտ,515,31,50437.52,50000
344,772791,10/27/2021,12/15/2021,Ստանդարտ,520,29,106390.5,100000
345,777923,10/29/2021,4/22/2022,Ստանդարտ,526,34,130244.1,100000
346,777929,10/29/2021,3/15/2022,Ստանդարտ,522,18,230853.67,200000
347,777935,10/29/2021,10/29/2021,Ստանդարտ,556,8,150000,150000
348,777940,10/29/2021,11/18/2021,Ստանդարտ,617,32,256422.51,250000
349,788030,11/1/2021,3/7/2022,Ստանդարտ,608,32,289890.62,250000
350,823717,11/14/2021,11/14/2021,Ստանդարտ,545,34,400000,400000
351,830052,11/16/2021,3/11/2022,Ստանդարտ,589,36,95604.85,80000
352,890289,12/6/2021,3/21/2022,Ստանդարտ,500,3,171935.86,150000
