row_id,app_id,reg_num,released,vehicle_type,model_name,recording_date,fuel_type
1,228898,712080282,1984,ԲԵՌՆԱՏԱՐ,MULTICAR,12/14/2013 0:00,petrol
2,242072,26410307085,1985,ՀԱՏՈՒԿ,MAZ,6/9/2014 0:00,diesel
3,246781,105850003,1985,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,1/24/2020 0:00,petrol
4,246945,26412995774,1986,ԲԵՌՆԱՏԱՐ,ZIL,9/2/2020 0:00,petrol
5,248677,512110301,1999,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MITSUBISHI,11/24/2020 0:00,petrol
6,252314,309990217,1991,ԲԵՌՆԱՏԱՐ,ERAZ,1/25/2016 0:00,petrol
7,257191,103010069,1983,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,2/12/2020 0:00,petrol
8,259185,703070037,1989,ԲԵՌՆԱՏԱՐ,GAZ,4/16/2019 0:00,petrol
9,264745,1610642806,1986,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MOSKVICH,12/3/2015 0:00,petrol
10,267875,610342532,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,5/10/2017 0:00,petrol
11,272737,26410892503,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/13/2020 0:00,petrol
12,314455,310980187,1983,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,8/2/2012 0:00,petrol
13,315542,410564106,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,3/5/2021 0:00,petrol
14,318197,910423211,1990,ԲԵՌՆԱՏԱՐ,IZH,9/14/2005 0:00,petrol
15,330515,506010040,1983,ԲԵՌՆԱՏԱՐ,ZIL,8/20/2020 0:00,petrol
16,333127,411621328,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/6/2018 0:00,petrol
17,348781,411509075,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,1/11/2020 0:00,petrol
18,361315,707080192,1995,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,6/6/2017 0:00,petrol
19,395759,501070015,1978,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,10/25/2014 0:00,petrol
20,410409,712080282,1984,ԲԵՌՆԱՏԱՐ,MULTICAR,12/14/2013 0:00,petrol
21,421686,26413003624,2020,ԿՑՈՐԴ,HOME-MADE,9/10/2020 0:00,none
22,428400,105110252,1998,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MITSUBISHI,1/10/2014 0:00,petrol
23,450288,108970097,1986,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,12/30/2020 0:00,petrol
24,466335,26410308561,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,6/25/2014 0:00,petrol
25,583028,610342532,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,5/10/2017 0:00,petrol
26,588703,109020144,1975,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,8/16/2021 0:00,petrol
27,602374,712080282,1984,ԲԵՌՆԱՏԱՐ,MULTICAR,12/14/2013 0:00,petrol
28,605590,26410308561,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,6/25/2014 0:00,petrol
29,628989,26413022118,1981,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,10/14/2020 0:00,petrol
30,633400,907100375,1985,ՄԱՍՆԱԳԻՏԱՑՎԱԾ,KAMAZ,4/4/2019 0:00,diesel
31,651483,1206050034,1987,ԲԵՌՆԱՏԱՐ,ZIL,8/17/2020 0:00,petrol
32,653149,510386462,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/17/2020 0:00,petrol
33,656192,411621328,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/6/2018 0:00,petrol
34,674132,110110192,1996,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FIAT,4/22/2021 0:00,petrol
35,676911,611730001,1974,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,10/25/2018 0:00,petrol
36,679924,26410892503,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/13/2020 0:00,petrol
37,705963,109830017,1986,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,9/15/1983 0:00,petrol
38,713401,610389066,2003,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,11/16/2016 0:00,petrol
39,748690,510386462,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/17/2020 0:00,petrol
40,769711,905950006,1983,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,5/25/2021 0:00,petrol
41,778036,510386462,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/17/2020 0:00,petrol
42,778089,26411638008,2008,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,10/8/2018 0:00,petrol
43,791313,106880003,1976,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,9/30/2020 0:00,petrol
44,791313,208110345,1974,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,7/10/2018 0:00,petrol
45,795440,810973688,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,7/24/2017 0:00,petrol
46,798641,510386462,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/17/2020 0:00,petrol
47,804646,1010015549,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/14/2014 0:00,petrol
48,807419,910494120,2003,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,11/26/2019 0:00,petrol
49,842239,411621328,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/6/2018 0:00,petrol
50,857269,710050066,1970,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,12/16/2019 0:00,petrol
51,871784,503980083,1981,ԲԵՌՆԱՏԱՐ,ZIL,9/11/2020 0:00,petrol
52,907329,264759783,1939,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MERCEDES-BENZ,3/25/2014 0:00,petrol
53,913754,1411584456,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,3/12/2018 0:00,petrol
54,918360,212980080,1988,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,10/17/2018 0:00,petrol
55,930753,21111442723,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,6/14/2021 0:00,petrol
56,942015,310090164,1998,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MITSUBISHI,11/24/2021 0:00,petrol
57,945356,1010015549,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/14/2014 0:00,petrol
58,948390,607020022,1990,ՀԱՏՈՒԿ,ZIL,10/19/2018 0:00,diesel
59,959535,1010015549,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/14/2014 0:00,petrol
60,963251,1010015549,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/14/2014 0:00,petrol
61,965673,203920012,1989,ԲԵՌՆԱՏԱՐ,UAZ,3/31/2018 0:00,petrol
62,966406,1010015549,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/14/2014 0:00,petrol
63,968864,205970074,1985,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,GAZ,10/29/2012 0:00,petrol
64,238335,508080077,1983,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,VAZ,8/10/2008 0:00,petrol
65,952531,908060070,1986,ՄԻԿՐՈԱՎՏՈԲՈՒՍ,RAF,8/15/2006 0:00,petrol
66,969460,908060070,1986,ՄԻԿՐՈԱՎՏՈԲՈՒՍ,RAF,8/15/2006 0:00,petrol
67,839017,412392598,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,DODGE,8/15/2019 0:00,petrol
68,674190,26411995032,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,DODGE,5/22/2019 0:00,petrol
69,502907,26412635014,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,DODGE,11/13/2019 0:00,petrol
70,556992,21112290230,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHRYSLER,6/29/2019 0:00,petrol
71,863526,21112290230,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHRYSLER,6/29/2019 0:00,petrol
72,949455,21112290230,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHRYSLER,6/29/2019 0:00,petrol
73,938326,912826996,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHRYSLER,10/2/2021 0:00,petrol
74,646744,26412671594,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,DODGE,11/26/2019 0:00,petrol
75,939388,1212782443,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/23/2021 0:00,petrol
76,570536,21112382964,2016,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,6/17/2021 0:00,petrol
77,961236,912803772,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,9/11/2021 0:00,petrol
78,634164,26412410946,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,7/22/2021 0:00,petrol
79,667467,26412410946,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,7/22/2021 0:00,petrol
80,717997,26412410946,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,7/22/2021 0:00,petrol
81,689401,26411787538,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/11/2020 0:00,petrol
82,777662,26411787538,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/11/2020 0:00,petrol
83,231572,512571628,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,6/2/2020 0:00,petrol
84,325035,26412969107,2017,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,9/11/2020 0:00,petrol
85,781416,26412969107,2017,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,9/11/2020 0:00,petrol
86,946934,26411402499,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,1/27/2021 0:00,petrol
87,275786,612765811,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,8/3/2020 0:00,petrol
88,468523,612765811,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,8/3/2020 0:00,petrol
89,283570,26412994764,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,12/25/2020 0:00,petrol
90,552980,26412994764,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,12/25/2020 0:00,petrol
91,729326,901110025,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,10/16/2012 0:00,petrol
92,246327,412687147,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,8/17/2020 0:00,petrol
93,960713,26412496103,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,10/21/2021 0:00,petrol
94,948029,26413091904,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,6/14/2021 0:00,petrol
95,908623,1012632537,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/12/2019 0:00,petrol
96,426439,26412631401,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/12/2019 0:00,petrol
97,518129,26412631401,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/12/2019 0:00,petrol
98,778894,26412631401,2012,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/12/2019 0:00,petrol
99,954532,911884972,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,10/27/2018 0:00,petrol
100,624827,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
101,701391,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
102,714188,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
103,821774,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
104,878475,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
105,910066,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
106,921900,813140085,2015,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/12/2021 0:00,petrol
107,538341,307060371,1995,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,5/27/2021 0:00,petrol
108,302954,26412667783,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/25/2019 0:00,petrol
109,684821,26412667783,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,11/25/2019 0:00,petrol
110,411572,612895697,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,5/18/2020 0:00,petrol
111,815760,612895697,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,5/18/2020 0:00,petrol
112,295091,26412816731,2009,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,1/29/2020 0:00,petrol
113,487277,210110082,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/8/2018 0:00,petrol
114,569268,210110082,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/8/2018 0:00,petrol
115,674506,210110082,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/8/2018 0:00,petrol
116,744976,210110082,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/8/2018 0:00,petrol
117,927485,210110082,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/8/2018 0:00,petrol
118,867332,108050068,2001,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,6/2/2014 0:00,petrol
119,258493,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
120,273103,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
121,311119,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
122,579679,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
123,750075,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
124,964614,205080446,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,FORD,2/18/2019 0:00,petrol
125,244259,912479144,2004,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,FORD,9/17/2019 0:00,petrol
126,306806,912479144,2004,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,FORD,9/17/2019 0:00,petrol
127,246498,21112566903,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/19/2019 0:00,petrol
128,340029,26412702669,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,12/8/2019 0:00,petrol
129,663549,26413275888,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,6/18/2021 0:00,petrol
130,803179,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
131,818920,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
132,841311,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
133,862495,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
134,872935,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
135,881887,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
136,896067,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
137,905915,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
138,911260,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
139,946193,26413441371,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,10/25/2021 0:00,petrol
140,387419,26413177173,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,3/18/2021 0:00,petrol
141,929432,26413177173,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CHEVROLET,3/18/2021 0:00,petrol
142,315855,1612481604,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CADILLAC,9/17/2019 0:00,petrol
143,329274,1612481604,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CADILLAC,9/17/2019 0:00,petrol
144,949685,26412871449,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,CADILLAC,3/6/2020 0:00,petrol
145,222641,512575426,2017,ՄՈՏՈՑԻԿԼ,HARLEY,10/22/2019 0:00,petrol
146,577003,26412831514,2008,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,2/6/2020 0:00,petrol
147,478791,26412615156,2017,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,11/6/2019 0:00,petrol
148,752628,112101197,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,9/17/2021 0:00,petrol
149,812679,112101197,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,9/17/2021 0:00,petrol
150,904707,112101197,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,HONDA,9/17/2021 0:00,petrol
151,225452,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
152,287374,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
153,297136,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
154,298604,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
155,308925,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
156,316341,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
157,317900,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
158,347753,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
159,351238,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
160,383507,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
161,384216,26410135058,1989,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,2/24/2018 0:00,petrol
162,363989,512025001,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,1/30/2019 0:00,petrol
163,679668,206080102,1999,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,8/15/2013 0:00,petrol
164,225452,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
165,287374,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
166,297136,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
167,298604,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
168,308925,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
169,316341,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
170,317900,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
171,347753,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
172,351238,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
173,383507,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
174,384216,309050204,1997,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,9/28/2020 0:00,petrol
175,641988,21110093448,1995,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,11/12/2015 0:00,petrol
176,818718,21110093448,1995,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,11/12/2015 0:00,petrol
177,932417,21110093448,1995,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,11/12/2015 0:00,petrol
178,611892,105070225,1998,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,3/28/2017 0:00,petrol
179,746385,105070225,1998,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,3/28/2017 0:00,petrol
180,844623,105070225,1998,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,JEEP,3/28/2017 0:00,petrol
181,907329,26410084146,1990,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,LINCOLN,12/14/2013 0:00,petrol
182,422049,26411550728,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/13/2019 0:00,petrol
183,438691,26411550728,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/13/2019 0:00,petrol
184,513837,26411550728,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,4/13/2019 0:00,petrol
185,421252,26412727273,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/17/2019 0:00,petrol
186,792568,508090131,2002,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,8/13/2021 0:00,petrol
187,468110,26412639322,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,11/14/2019 0:00,petrol
188,253262,26412916053,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,6/23/2020 0:00,petrol
189,283007,26412829218,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/5/2020 0:00,petrol
190,644303,26412829218,2007,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,2/5/2020 0:00,petrol
191,807333,512660077,2008,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,11/22/2019 0:00,petrol
192,243851,21112491618,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/22/2019 0:00,petrol
193,577475,26412916642,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,7/24/2021 0:00,petrol
194,556992,26413076203,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/12/2020 0:00,petrol
195,863526,26413076203,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/12/2020 0:00,petrol
196,949455,26413076203,2013,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/12/2020 0:00,petrol
197,315184,912567224,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,7/13/2020 0:00,petrol
198,402996,912567224,2014,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,7/13/2020 0:00,petrol
199,393789,106110453,2006,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,10/23/2019 0:00,petrol
200,353806,305110196,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/13/2019 0:00,petrol
201,618724,305110196,2004,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,9/13/2019 0:00,petrol
202,698304,26412750917,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/24/2019 0:00,petrol
203,775282,26412750917,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/24/2019 0:00,petrol
204,857187,26412750917,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/24/2019 0:00,petrol
205,945784,26412750917,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,NISSAN,12/24/2019 0:00,petrol
206,273018,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
207,307611,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
208,361308,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
209,385969,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
210,398842,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
211,534430,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
212,623692,26412489319,2009,ԲԵՌՆԱՈՒՂԵՎՈՐԱՏԱՐ,NISSAN,9/20/2019 0:00,petrol
213,377620,26411632824,2009,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,TOYOTA,4/23/2020 0:00,petrol
214,345991,21110345676,2005,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,5/20/2017 0:00,petrol
215,252856,26410656222,2008,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,11/9/2018 0:00,petrol
216,380865,26412568272,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,11/25/2020 0:00,petrol
217,770869,1012390954,2011,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,8/14/2019 0:00,petrol
218,283472,21112064768,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,8/3/2019 0:00,petrol
219,331299,21112064768,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,8/3/2019 0:00,petrol
220,354928,21112064768,2010,ԹԵԹԵՎ ՄԱՐԴԱՏԱՐ,MAZDA,8/3/2019 0:00,petrol
